Build ID,Test Method,Flaky or Not,Detection Method,Number of Test Smells,Flaky Frequency,Size,Path
594548161,test_empty_doc,flaky,Multi-Factor,0,0.20,2,spaCy/spacy/tests/doc/test_creation.py
594548161,test_lookup_lemmatization,flaky,Multi-Factor,0,0.20,5,spaCy/spacy/tests/doc/test_creation.py
594548161,test_doc_api_has_vector,flaky,Multi-Factor,0,0.20,5,spaCy/spacy/tests/doc/test_doc_api.py
594548161,test_doc_api_similarity_match,flaky,Multi-Factor,0,0.20,7,spaCy/spacy/tests/doc/test_doc_api.py
594548161,test_pickle_single_doc,flaky,Multi-Factor,0,0.20,5,spaCy/spacy/tests/doc/test_pickle_doc.py
594548161,test_list_of_docs_pickles_efficiently,flaky,Multi-Factor,1,0.20,11,spaCy/spacy/tests/doc/test_pickle_doc.py
594548161,test_user_data_from_disk,flaky,Multi-Factor,0,0.20,6,spaCy/spacy/tests/doc/test_pickle_doc.py
594548161,test_user_data_unpickles,flaky,Multi-Factor,0,0.20,6,spaCy/spacy/tests/doc/test_pickle_doc.py
594548161,test_hooks_unpickle,flaky,Multi-Factor,0,0.20,8,spaCy/spacy/tests/doc/test_pickle_doc.py
594548161,test_span_similarity_match,flaky,Multi-Factor,0,0.20,7,spaCy/spacy/tests/doc/test_span.py
594548161,test_set_pos,flaky,Multi-Factor,0,0.20,5,spaCy/spacy/tests/doc/test_token_api.py
594548161,test_lang_initialize,flaky,Multi-Factor,0,0.47,6,spaCy/spacy/tests/lang/test_initialize.py
594548161,test_issue768,flaky,Multi-Factor,0,0.20,9,spaCy/spacy/tests/lang/fr/test_prefix_suffix_infix.py
594548161,test_beam_parse,flaky,Multi-Factor,0,0.31,6,spaCy/spacy/tests/parser/test_nn_beam.py
594548161,test_issue600,flaky,Multi-Factor,0,0.20,3,spaCy/spacy/tests/regression/test_issue1-1000.py
594548161,test_issue743,flaky,Multi-Factor,0,0.20,5,spaCy/spacy/tests/regression/test_issue1-1000.py
594548161,test_issue850_basic,flaky,Multi-Factor,0,0.29,11,spaCy/spacy/tests/regression/test_issue1-1000.py
594548161,test_issue1242,flaky,Multi-Factor,0,0.20,6,spaCy/spacy/tests/regression/test_issue1001-1500.py
594548161,test_issue1250,flaky,Multi-Factor,0,0.20,8,spaCy/spacy/tests/regression/test_issue1001-1500.py
594548161,test_issue1257,flaky,Multi-Factor,0,0.20,5,spaCy/spacy/tests/regression/test_issue1001-1500.py
594548161,test_issue1375,flaky,Multi-Factor,0,0.20,8,spaCy/spacy/tests/regression/test_issue1001-1500.py
594548161,test_issue1387,flaky,Multi-Factor,0,0.22,11,spaCy/spacy/tests/regression/test_issue1001-1500.py
594548161,test_issue1434,flaky,Multi-Factor,0,0.29,11,spaCy/spacy/tests/regression/test_issue1001-1500.py
594548161,test_issue1506,flaky,Multi-Factor,1,0.20,19,spaCy/spacy/tests/regression/test_issue1501-2000.py
594548161,test_issue1547,flaky,Multi-Factor,0,0.38,7,spaCy/spacy/tests/regression/test_issue1501-2000.py
594548161,test_issue1883,flaky,Multi-Factor,0,0.29,7,spaCy/spacy/tests/regression/test_issue1501-2000.py
594548161,test_issue1915,flaky,Multi-Factor,0,0.20,6,spaCy/spacy/tests/regression/test_issue1501-2000.py
594548161,test_issue1945,flaky,Multi-Factor,0,0.29,8,spaCy/spacy/tests/regression/test_issue1501-2000.py
594548161,test_issue2179,flaky,Multi-Factor,0,0.19,11,spaCy/spacy/tests/regression/test_issue2001-2500.py
594548161,test_issue2482,flaky,Multi-Factor,0,0.33,5,spaCy/spacy/tests/regression/test_issue2001-2500.py
594548161,test_issue2564,flaky,Multi-Factor,0,0.29,11,spaCy/spacy/tests/regression/test_issue2501-3000.py
594548161,test_issue2782,flaky,Multi-Factor,0,0.20,5,spaCy/spacy/tests/regression/test_issue2501-3000.py
594548161,test_issue2901,flaky,Multi-Factor,0,0.33,7,spaCy/spacy/tests/regression/test_issue2501-3000.py
594548161,test_issue3002,flaky,Multi-Factor,0,0.20,6,spaCy/spacy/tests/regression/test_issue3001-3500.py
594548161,test_issue3199,flaky,Multi-Factor,0,0.20,7,spaCy/spacy/tests/regression/test_issue3001-3500.py
594548161,test_issue3248_1,flaky,Multi-Factor,0,0.20,7,spaCy/spacy/tests/regression/test_issue3001-3500.py
594548161,test_issue3248_2,flaky,Multi-Factor,0,0.33,8,spaCy/spacy/tests/regression/test_issue3001-3500.py
594548161,test_issue3289,flaky,Multi-Factor,0,0.27,8,spaCy/spacy/tests/regression/test_issue3001-3500.py
594548161,test_issue3456,flaky,Multi-Factor,0,0.20,5,spaCy/spacy/tests/regression/test_issue3001-3500.py
594548161,test_issue3625,flaky,Multi-Factor,0,0.20,5,spaCy/spacy/tests/regression/test_issue3625.py
594548161,test_issue3803,flaky,Multi-Factor,0,0.20,5,spaCy/spacy/tests/regression/test_issue3803.py
594548161,test_issue3869,flaky,Multi-Factor,0,0.20,7,spaCy/spacy/tests/regression/test_issue3869.py
594548161,test_issue4272,flaky,Multi-Factor,0,0.20,5,spaCy/spacy/tests/regression/test_issue4272.py
594548161,test_serialize_language_meta_disk,flaky,Multi-Factor,0,0.38,5,spaCy/spacy/tests/serialize/test_serialize_language.py
594548161,test_tokenizer_add_special_case_tag,flaky,Multi-Factor,0,0.20,8,spaCy/spacy/tests/tokenizer/test_tokenizer.py
586774467,test_doc_add_entities_set_ents_iob,flaky,Multi-Factor,0,0.19,10,spaCy/spacy/tests/parser/test_ner.py
586758543,test_doc_add_entities_set_ents_iob,flaky,Multi-Factor,0,0.20,10,spaCy/spacy/tests/parser/test_ner.py
586718063,test_doc_add_entities_set_ents_iob,flaky,Multi-Factor,0,0.21,10,spaCy/spacy/tests/parser/test_ner.py
584947763,test_issue2179,flaky,Multi-Factor,0,0.17,11,spaCy/spacy/tests/regression/test_issue2001-2500.py
584947763,test_issue2482,flaky,Multi-Factor,0,0.33,5,spaCy/spacy/tests/regression/test_issue2001-2500.py
584947763,test_serialize_parser_roundtrip_disk,flaky,Multi-Factor,0,0.36,11,spaCy/spacy/tests/serialize/test_serialize_pipeline.py
584947763,test_serialize_tagger_roundtrip_disk,flaky,Multi-Factor,0,0.30,9,spaCy/spacy/tests/serialize/test_serialize_pipeline.py
584947763,test_serialize_tensorizer_roundtrip_disk,flaky,Multi-Factor,0,0.30,9,spaCy/spacy/tests/serialize/test_serialize_pipeline.py
584947763,test_serialize_custom_tokenizer,flaky,Multi-Factor,0,0.25,5,spaCy/spacy/tests/serialize/test_serialize_tokenizer.py
584945983,test_lt_lemmatizer,flaky,Multi-Factor,0,0.25,1,spaCy/spacy/tests/lang/lt/test_lemmatizer.py
584945983,test_nl_lemmatizer_noun_lemmas_irreg,flaky,Multi-Factor,0,0.29,3,spaCy/spacy/tests/lang/nl/test_lemmatizer.py
584945983,test_nl_lemmatizer_verb_lemmas_irreg,flaky,Multi-Factor,0,0.29,3,spaCy/spacy/tests/lang/nl/test_lemmatizer.py
584945983,test_nl_lemmatizer_lookup_noun,flaky,Multi-Factor,0,0.17,2,spaCy/spacy/tests/lang/nl/test_lemmatizer.py
584945983,test_nl_lemmatizer_lookup_verb,flaky,Multi-Factor,0,0.17,2,spaCy/spacy/tests/lang/nl/test_lemmatizer.py
584945983,test_issue2179,flaky,Multi-Factor,0,0.17,11,spaCy/spacy/tests/regression/test_issue2001-2500.py
584945983,test_issue2482,flaky,Multi-Factor,0,0.38,5,spaCy/spacy/tests/regression/test_issue2001-2500.py
584945983,test_issue3289,flaky,Multi-Factor,0,0.29,8,spaCy/spacy/tests/regression/test_issue3001-3500.py
584945983,test_issue4133,flaky,Multi-Factor,0,0.29,17,spaCy/spacy/tests/regression/test_issue4133.py
584945983,test_issue4190,flaky,Multi-Factor,0,0.17,17,spaCy/spacy/tests/regression/test_issue4190.py
584945983,test_serialize_parser_roundtrip_disk,flaky,Multi-Factor,0,0.40,11,spaCy/spacy/tests/serialize/test_serialize_pipeline.py
584945983,test_serialize_tagger_roundtrip_disk,flaky,Multi-Factor,0,0.33,9,spaCy/spacy/tests/serialize/test_serialize_pipeline.py
584945983,test_serialize_tensorizer_roundtrip_disk,flaky,Multi-Factor,0,0.33,9,spaCy/spacy/tests/serialize/test_serialize_pipeline.py
584945983,test_serialize_custom_tokenizer,flaky,Multi-Factor,0,0.29,5,spaCy/spacy/tests/serialize/test_serialize_tokenizer.py
584942770,test_lt_lemmatizer,flaky,Multi-Factor,0,0.33,1,spaCy/spacy/tests/lang/lt/test_lemmatizer.py
584942770,test_nl_lemmatizer_noun_lemmas_irreg,flaky,Multi-Factor,0,0.40,3,spaCy/spacy/tests/lang/nl/test_lemmatizer.py
584942770,test_nl_lemmatizer_verb_lemmas_irreg,flaky,Multi-Factor,0,0.40,3,spaCy/spacy/tests/lang/nl/test_lemmatizer.py
584942770,test_nl_lemmatizer_lookup_noun,flaky,Multi-Factor,0,0.25,2,spaCy/spacy/tests/lang/nl/test_lemmatizer.py
584942770,test_nl_lemmatizer_lookup_verb,flaky,Multi-Factor,0,0.25,2,spaCy/spacy/tests/lang/nl/test_lemmatizer.py
584942770,test_issue2179,flaky,Multi-Factor,0,0.19,11,spaCy/spacy/tests/regression/test_issue2001-2500.py
584942770,test_issue2482,flaky,Multi-Factor,0,0.50,5,spaCy/spacy/tests/regression/test_issue2001-2500.py
584942770,test_issue3289,flaky,Multi-Factor,0,0.40,8,spaCy/spacy/tests/regression/test_issue3001-3500.py
584942770,test_issue4133,flaky,Multi-Factor,0,0.40,17,spaCy/spacy/tests/regression/test_issue4133.py
584942770,test_issue4190,flaky,Multi-Factor,0,0.25,17,spaCy/spacy/tests/regression/test_issue4190.py
584942770,test_serialize_parser_roundtrip_disk,flaky,Multi-Factor,0,0.50,11,spaCy/spacy/tests/serialize/test_serialize_pipeline.py
584942770,test_serialize_tagger_roundtrip_disk,flaky,Multi-Factor,0,0.43,9,spaCy/spacy/tests/serialize/test_serialize_pipeline.py
584942770,test_serialize_tensorizer_roundtrip_disk,flaky,Multi-Factor,0,0.43,9,spaCy/spacy/tests/serialize/test_serialize_pipeline.py
584942770,test_serialize_custom_tokenizer,flaky,Multi-Factor,0,0.40,5,spaCy/spacy/tests/serialize/test_serialize_tokenizer.py
574910059,test_da_lemmatizer_lookup_assigns,flaky,Multi-Factor,0,0.20,2,spaCy/spacy/tests/lang/da/test_lemma.py
574910059,test_de_lemmatizer_lookup_assigns,flaky,Multi-Factor,0,0.20,2,spaCy/spacy/tests/lang/de/test_lemma.py
574910059,test_fr_lemmatizer_verb,flaky,Multi-Factor,0,0.20,4,spaCy/spacy/tests/lang/fr/test_lemmatization.py
574910059,test_fr_lemmatizer_noun_verb_2,flaky,Multi-Factor,0,0.20,2,spaCy/spacy/tests/lang/fr/test_lemmatization.py
574910059,test_fr_lemmatizer_noun_2,flaky,Multi-Factor,0,0.20,3,spaCy/spacy/tests/lang/fr/test_lemmatization.py
574910059,test_lt_lemmatizer,flaky,Multi-Factor,0,0.20,1,spaCy/spacy/tests/lang/lt/test_lemmatizer.py
574910059,test_nl_lemmatizer_noun_lemmas_irreg,flaky,Multi-Factor,0,0.25,3,spaCy/spacy/tests/lang/nl/test_lemmatizer.py
574910059,test_nl_lemmatizer_verb_lemmas_irreg,flaky,Multi-Factor,0,0.25,3,spaCy/spacy/tests/lang/nl/test_lemmatizer.py
574910059,test_ro_lemmatizer_lookup_assigns,flaky,Multi-Factor,0,0.20,2,spaCy/spacy/tests/lang/ro/test_lemmatizer.py
574910059,test_lemmatizer_lookup_assigns,flaky,Multi-Factor,0,0.43,2,spaCy/spacy/tests/lang/sv/test_lemmatizer.py
574910059,test_tr_lemmatizer_lookup_assigns,flaky,Multi-Factor,0,0.20,2,spaCy/spacy/tests/lang/tr/test_lemmatization.py
574888138,test_lang_initialize,flaky,Multi-Factor,0,0.40,6,spaCy/spacy/tests/lang/test_initialize.py
574888138,test_da_lemmatizer_lookup_assigns,flaky,Multi-Factor,0,0.25,2,spaCy/spacy/tests/lang/da/test_lemma.py
574888138,test_de_lemmatizer_lookup_assigns,flaky,Multi-Factor,0,0.25,2,spaCy/spacy/tests/lang/de/test_lemma.py
574888138,test_fr_lemmatizer_verb,flaky,Multi-Factor,0,0.25,4,spaCy/spacy/tests/lang/fr/test_lemmatization.py
574888138,test_fr_lemmatizer_noun_verb_2,flaky,Multi-Factor,0,0.25,2,spaCy/spacy/tests/lang/fr/test_lemmatization.py
574888138,test_fr_lemmatizer_noun_2,flaky,Multi-Factor,0,0.25,3,spaCy/spacy/tests/lang/fr/test_lemmatization.py
574888138,test_lt_lemmatizer,flaky,Multi-Factor,0,0.25,1,spaCy/spacy/tests/lang/lt/test_lemmatizer.py
574888138,test_ro_lemmatizer_lookup_assigns,flaky,Multi-Factor,0,0.25,2,spaCy/spacy/tests/lang/ro/test_lemmatizer.py
574888138,test_lemmatizer_lookup_assigns,flaky,Multi-Factor,0,0.50,2,spaCy/spacy/tests/lang/sv/test_lemmatizer.py
574888138,test_tr_lemmatizer_lookup_assigns,flaky,Multi-Factor,0,0.25,2,spaCy/spacy/tests/lang/tr/test_lemmatization.py
557914173,test_vocab_api_symbols,flaky,Multi-Factor,0,0.20,1,spaCy/spacy/tests/vocab_vectors/test_vocab_api.py
509420639,test_issue3009,flaky,Multi-Factor,0,0.38,4,spaCy/spacy/tests/regression/test_issue3009.py
504737420,test_token_api_conjuncts_chain,flaky,Multi-Factor,0,0.25,7,spaCy/spacy/tests/doc/test_token_api.py
504737420,test_token_api_conjuncts_simple,flaky,Multi-Factor,0,0.25,6,spaCy/spacy/tests/doc/test_token_api.py
504737420,test_token_api_non_conjuncts,flaky,Multi-Factor,0,0.25,6,spaCy/spacy/tests/doc/test_token_api.py
504375730,test_issue1915,flaky,Multi-Factor,0,0.15,6,spaCy/spacy/tests/regression/test_issue1501-2000.py
504375730,test_issue2179,flaky,Multi-Factor,0,0.11,11,spaCy/spacy/tests/regression/test_issue2001-2500.py
504374922,test_issue1915,flaky,Multi-Factor,0,0.20,6,spaCy/spacy/tests/regression/test_issue1501-2000.py
504374922,test_issue2179,flaky,Multi-Factor,0,0.12,11,spaCy/spacy/tests/regression/test_issue2001-2500.py
504372903,test_issue1915,flaky,Multi-Factor,0,0.22,6,spaCy/spacy/tests/regression/test_issue1501-2000.py
504372903,test_issue2179,flaky,Multi-Factor,0,0.13,11,spaCy/spacy/tests/regression/test_issue2001-2500.py
504369522,test_issue1915,flaky,Multi-Factor,0,0.33,6,spaCy/spacy/tests/regression/test_issue1501-2000.py
504369522,test_issue2179,flaky,Multi-Factor,0,0.17,11,spaCy/spacy/tests/regression/test_issue2001-2500.py
504329613,test_doc_array_to_from_string_attrs,flaky,Multi-Factor,0,0.14,6,spaCy/spacy/tests/doc/test_array.py
504328678,test_doc_array_to_from_string_attrs,flaky,Multi-Factor,0,0.17,6,spaCy/spacy/tests/doc/test_array.py
504318120,test_doc_array_to_from_string_attrs,flaky,Multi-Factor,0,0.20,6,spaCy/spacy/tests/doc/test_array.py
503042442,test_displacy_parse_ents,flaky,Multi-Factor,0,0.25,7,spaCy/spacy/tests/test_misc.py
503042442,test_displacy_spans,flaky,Multi-Factor,0,0.25,5,spaCy/spacy/tests/test_misc.py
503042442,test_displacy_render_wrapper,flaky,Multi-Factor,0,0.25,9,spaCy/spacy/tests/test_misc.py
503042442,test_doc_api_set_ents,flaky,Multi-Factor,0,0.25,9,spaCy/spacy/tests/doc/test_doc_api.py
503042442,test_doc_retokenize_retokenizer_attrs,flaky,Multi-Factor,0,0.25,9,spaCy/spacy/tests/doc/test_retokenize_merge.py
503042442,test_spans_by_character,flaky,Multi-Factor,0,0.25,5,spaCy/spacy/tests/doc/test_span.py
503042442,test_matcher_phrase_matcher,flaky,Multi-Factor,0,0.33,5,spaCy/spacy/tests/matcher/test_phrase_matcher.py
503042442,test_phrase_matcher_string_attrs_negative,flaky,Multi-Factor,0,0.33,11,spaCy/spacy/tests/matcher/test_phrase_matcher.py
503042442,test_get_oracle_moves,flaky,Multi-Factor,0,0.25,5,spaCy/spacy/tests/parser/test_ner.py
503042442,test_get_oracle_moves_negative_entities,flaky,Multi-Factor,0,0.25,9,spaCy/spacy/tests/parser/test_ner.py
503042442,test_get_oracle_moves_negative_entities2,flaky,Multi-Factor,0,0.25,7,spaCy/spacy/tests/parser/test_ner.py
503042442,test_get_oracle_moves_negative_O,flaky,Multi-Factor,0,0.25,7,spaCy/spacy/tests/parser/test_ner.py
503042442,test_beam_parse,flaky,Multi-Factor,0,0.30,6,spaCy/spacy/tests/parser/test_nn_beam.py
503042442,test_entity_ruler_init,flaky,Multi-Factor,0,0.33,10,spaCy/spacy/tests/pipeline/test_entity_ruler.py
503042442,test_entity_ruler_existing,flaky,Multi-Factor,0,0.33,7,spaCy/spacy/tests/pipeline/test_entity_ruler.py
503042442,test_entity_ruler_existing_complex,flaky,Multi-Factor,0,0.33,9,spaCy/spacy/tests/pipeline/test_entity_ruler.py
503042442,test_issue1547,flaky,Multi-Factor,0,0.25,7,spaCy/spacy/tests/regression/test_issue1501-2000.py
503042442,test_issue2569,flaky,Multi-Factor,0,0.33,10,spaCy/spacy/tests/regression/test_issue2501-3000.py
503042442,test_vocab_lexeme_lt,flaky,Multi-Factor,0,0.25,7,spaCy/spacy/tests/vocab_vectors/test_lexeme.py
502856142,test_issue3009,flaky,Multi-Factor,0,0.33,4,spaCy/spacy/tests/regression/test_issue3009.py
496090478,test_matcher_regex,flaky,Multi-Factor,0,0.25,9,spaCy/spacy/tests/matcher/test_matcher_api.py
496090478,test_matcher_regex_shape,flaky,Multi-Factor,0,0.25,9,spaCy/spacy/tests/matcher/test_matcher_api.py
493324551,test_issue2179,flaky,Multi-Factor,0,0.10,11,spaCy/spacy/tests/regression/test_issue2001-2500.py
482010495,test_matcher_no_match,flaky,Multi-Factor,0,0.25,2,spaCy/spacy/tests/matcher/test_matcher_api.py
482010495,test_matcher_match_start,flaky,Multi-Factor,0,0.25,2,spaCy/spacy/tests/matcher/test_matcher_api.py
482010495,test_matcher_match_end,flaky,Multi-Factor,0,0.25,3,spaCy/spacy/tests/matcher/test_matcher_api.py
482010495,test_matcher_match_middle,flaky,Multi-Factor,0,0.25,3,spaCy/spacy/tests/matcher/test_matcher_api.py
482010495,test_matcher_match_multi,flaky,Multi-Factor,0,0.25,6,spaCy/spacy/tests/matcher/test_matcher_api.py
482010495,test_matcher_empty_dict,flaky,Multi-Factor,0,0.25,11,spaCy/spacy/tests/matcher/test_matcher_api.py
482010495,test_matcher_operator_shadow,flaky,Multi-Factor,0,0.25,7,spaCy/spacy/tests/matcher/test_matcher_api.py
482010495,test_matcher_match_zero,flaky,Multi-Factor,0,0.25,22,spaCy/spacy/tests/matcher/test_matcher_api.py
482010495,test_matcher_match_zero_plus,flaky,Multi-Factor,0,0.25,6,spaCy/spacy/tests/matcher/test_matcher_api.py
482010495,test_matcher_match_one_plus,flaky,Multi-Factor,0,0.25,12,spaCy/spacy/tests/matcher/test_matcher_api.py
482010495,test_matcher_any_token_operator,flaky,Multi-Factor,0,0.25,9,spaCy/spacy/tests/matcher/test_matcher_api.py
482010495,test_matcher_extension_attribute,flaky,Multi-Factor,0,0.25,11,spaCy/spacy/tests/matcher/test_matcher_api.py
482010495,test_dependency_tree_matcher,flaky,Multi-Factor,0,0.25,3,spaCy/spacy/tests/matcher/test_matcher_api.py
482010495,test_matcher_end_zero_plus,flaky,Multi-Factor,0,0.25,11,spaCy/spacy/tests/matcher/test_matcher_logic.py
482010495,test_matcher_phrase_matcher,flaky,Multi-Factor,0,0.25,5,spaCy/spacy/tests/matcher/test_phrase_matcher.py
482010495,test_phrase_matcher_string_attrs_negative,flaky,Multi-Factor,0,0.25,11,spaCy/spacy/tests/matcher/test_phrase_matcher.py
482010495,test_entity_ruler_init,flaky,Multi-Factor,0,0.25,10,spaCy/spacy/tests/pipeline/test_entity_ruler.py
482010495,test_entity_ruler_existing,flaky,Multi-Factor,0,0.25,7,spaCy/spacy/tests/pipeline/test_entity_ruler.py
482010495,test_entity_ruler_existing_complex,flaky,Multi-Factor,0,0.25,9,spaCy/spacy/tests/pipeline/test_entity_ruler.py
482010495,test_issue242,flaky,Multi-Factor,0,0.33,19,spaCy/spacy/tests/regression/test_issue1-1000.py
482010495,test_issue590,flaky,Multi-Factor,0,0.25,11,spaCy/spacy/tests/regression/test_issue1-1000.py
482010495,test_issue615,flaky,Multi-Factor,0,0.25,22,spaCy/spacy/tests/regression/test_issue1-1000.py
482010495,test_issue850,flaky,Multi-Factor,0,0.25,12,spaCy/spacy/tests/regression/test_issue1-1000.py
482010495,test_issue850_basic,flaky,Multi-Factor,0,0.25,11,spaCy/spacy/tests/regression/test_issue1-1000.py
482010495,test_issue1434,flaky,Multi-Factor,0,0.25,11,spaCy/spacy/tests/regression/test_issue1001-1500.py
482010495,test_issue1450,flaky,Multi-Factor,0,0.25,10,spaCy/spacy/tests/regression/test_issue1001-1500.py
482010495,test_issue1883,flaky,Multi-Factor,0,0.25,7,spaCy/spacy/tests/regression/test_issue1501-2000.py
482010495,test_issue3009,flaky,Multi-Factor,0,0.25,4,spaCy/spacy/tests/regression/test_issue3009.py
482010495,test_issue2464,flaky,Multi-Factor,0,0.33,5,spaCy/spacy/tests/regression/test_issue3009.py
473323854,test_issue2464,flaky,Multi-Factor,0,0.25,5,spaCy/spacy/tests/regression/test_issue3009.py
470486004,test_doc_add_entities_set_ents_iob,flaky,Multi-Factor,0,0.18,11,spaCy/spacy/tests/doc/test_add_entities.py
470486004,test_predict_doc,flaky,Multi-Factor,0,0.14,3,spaCy/spacy/tests/parser/test_neural_parser.py
470486004,test_update_doc,flaky,Multi-Factor,0,0.14,4,spaCy/spacy/tests/parser/test_neural_parser.py
470486004,test_beam_parse,flaky,Multi-Factor,0,0.22,6,spaCy/spacy/tests/parser/test_nn_beam.py
470483245,test_doc_add_entities_set_ents_iob,flaky,Multi-Factor,0,0.25,11,spaCy/spacy/tests/doc/test_add_entities.py
470483245,test_predict_doc,flaky,Multi-Factor,0,0.25,3,spaCy/spacy/tests/parser/test_neural_parser.py
470483245,test_beam_parse,flaky,Multi-Factor,0,0.33,6,spaCy/spacy/tests/parser/test_nn_beam.py
462355761,test_issue2482,flaky,Multi-Factor,0,0.25,5,spaCy/spacy/tests/regression/test_issue2001-2500.py
462355761,test_serialize_parser_roundtrip_bytes,flaky,Multi-Factor,0,0.33,6,spaCy/spacy/tests/serialize/test_serialize_pipeline.py
462355761,test_serialize_parser_roundtrip_disk,flaky,Multi-Factor,0,0.33,9,spaCy/spacy/tests/serialize/test_serialize_pipeline.py
462355761,test_to_from_bytes,flaky,Multi-Factor,0,0.25,7,spaCy/spacy/tests/serialize/test_serialize_pipeline.py
461278171,test_require_gpu,flaky,Multi-Factor,0,0.25,2,spaCy/spacy/tests/test_misc.py
461278171,test_spans_merge_non_disjoint,flaky,Multi-Factor,0,0.25,7,spaCy/spacy/tests/doc/test_span_merge.py
461278171,test_build_model,flaky,Multi-Factor,0,0.25,2,spaCy/spacy/tests/parser/test_neural_parser.py
461278171,test_train_with_many_entity_types,flaky,Multi-Factor,0,0.25,4,spaCy/spacy/tests/regression/test_issue2800.py
461278171,test_serialize_language_meta_disk,flaky,Multi-Factor,0,0.25,5,spaCy/spacy/tests/serialize/test_serialize_language.py
